device,tid,sid,group,id,address,read_address,address_mpxa,address_mpxd,address_width,address_taw,address_tbb,read_address_mpxa,read_address_mpxd,read_address_width,type,len,factor,offset,unit,signed,min,max,persistent,protect,volatile,since,until,description
motor,0x60,0x58,torque,gaugeType,0x6c,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 77,,
motor,0x60,0x58,torque,gaugeValue,,0x21,,,,,,,,,scalar,,1.5625,,%,,0,100,,,yes,rev.sw count 77,,
motor,0x60,0x58,torque,gaugeVoltage,,0xc9 0xca,,,,,,,,,scalar,,-0.000076295,5,V,,0,5,,,yes,rev.sw count 77,,
motor,0x60,0x58,torque,gaugeNoise,0xc4 0xc5,,,,,,,,,,scalar,,0.0015259,,%,,0,100,yes,1,,rev.sw count 81,,
motor,0x60,0x58,torque,gaugeDelay,0xc6 0xc7,,,,,,,,,,scalar,,0.001,,s,,0,,yes,1,,rev.sw count 81,,
motor,0x60,0x58,torque,gaugeSpeed,0xc8,,,,,,,,,,scalar,,9.091,,rpm,,0,,yes,1,,rev.sw count 81,,
motor,0x60,0x58,torque,gaugeReference,0xcb 0xcc,,,,,,,,,,scalar,,-0.000076295,5,V,,0,5,,1,yes,rev.sw count 81,,
motor,0x60,0x58,torque,gaugeGain,0xce,,,,,,,,,,scalar,,1.5625,,%,,0,398,yes,1,,rev.sw count 90,,
motor,0x60,0x58,torque,gaugeMaxVoltage,0xe0,,,,,,,,,,scalar,,0.019608,,V,,0,5,yes,1,,rev.sw count 98 rev.sub count 2,,"Maximum voltage allowed for the sensor. When the sensor detect a voltage over this value for motor.torque.gaugeMaxVoltageDelay, it assumes an electrical failure and cuts assistance."
motor,0x60,0x58,torque,gaugeMaxVoltageDelay,0xe1,,,,,,,,,,scalar,,0.1,,s,,0,25.5,yes,1,,rev.sw count 98 rev.sub count 2,,"Time after which a voltage over motor.torque.gaugeMaxVoltage is assumed to be an electrical failure, cutting assistance."
motor,0x60,0x58,preference,region,0x8a,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 76,,
motor,0x60,0x58,config,commMode,0x36,,,,,,,,,,enum,,,,,,,,,1,,,rev.sw count 82,
motor,0x60,0x58,config,commMode,0xcd 0x36,,,,,,,,,,enum,,,,,,,,,1,,rev.sw count 83,,Sets the communication mode. 0 for CAN and 0xca01 for I2C.
motor,0x60,0x58,config,enablePwmLimit,0x8d,,,,,,,,,,enum,,,,,,,,yes,1,,rev.sw count 96,,.
motor,0x60,0x58,status,main,0x47,,,,,,,,,,enum,,,,,,,,,,yes,rev.sw count 93,,"Indicates the current main status of the motor. 0-Running, 1-NoCommand, 2-Startup, 3-I2CShutOff, 4-AntiBackwardShort, 5-AlarmRegen, 6-AlarmShort, 7-OverSpeedI, 8-OverSpeedV, 9-V12UVP, 10-V12OVP, 11-VPwrUVP, 12-VPwrOVP, 13-OCProtect, 14-BadStatorPN, 15-HallError."
motor,0x60,0x58,status,codes,,0x92,,,,,,,,,enum,,,,,,,,,,yes,rev.sw count 96,,Indicates conditions currently detected by motor. Bit 0-Sensor saturation.
motor,0x60,0x58,status,codesLatch,,0x93,,,,,,,,,enum,,,,,,,,,,yes,rev.sw count 96,,Indicates conditions detected by motor since its last power up. See bit description of status.codes
motor,0x60,0x58,status,speed,,0x11,,,,,,,,,scalar,,9.091,,rpm,,,,,,yes,,,
motor,0x60,0x58,status,powerMeter,,0x14,,,,,,,,,scalar,,1.5625,,%,,,,,,yes,,,
motor,0x60,0x58,status,temp,,0x16,,,,,,,,,scalar,,,,C,,,,,,yes,,,
motor,0x60,0x58,status,vPower,,0x70 0x71,,,,,,,,,scalar,,0.001,,V,,,,,,yes,,,
motor,0x60,0x58,status,v12V,,0x72 0x73,,,,,,,,,scalar,,0.001,,V,,,,,,yes,,,
motor,0x60,0x58,status,v5V,,0x74 0x75,,,,,,,,,scalar,,0.001,,V,,,,,,yes,,,
motor,0x60,0x58,stats,maxVpower,0x80 0x81,,,,,,,,,,scalar,,0.001,,V,,,,yes,1,yes,rev.sw count 83,,
motor,0x60,0x58,stats,maxVtemp,0x82 0x83,,,,,,,,,,scalar,,,,,,,,yes,1,yes,rev.sw count 83,,
motor,0x60,0x58,stats,odo,0x84 0x85,,,,,,,,,,scalar,,,,km,,,,yes,1,yes,rev.sw count 83,,
motor,0x60,0x58,stats,chronoHr,0x86 0x87,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 83,,
motor,0x60,0x58,stats,chronoSec,0x88 0x89,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 83,,
motor,0x60,0x58,stats,hallDchs,0xb0 0xb1,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 96,,
motor,0x60,0x58,stats,hallTrans,0xb2 0xb3,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 96,,
motor,0x60,0x58,stats,hallRing,0xb4 0xb5,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 96,,
motor,0x60,0x58,stats,hallLost,0xb6 0xb7,,,,,,,,,,count,,,,,,,,yes,1,yes,rev.sw count 96,,
sensor,0x68,0x58,rev,sw,,0x81,,,,,,,,,count,,,,,,,,,,,,,
sensor,0x68,0x58,rev,hw,,0x80,,,,,,,,,enum,,,,,,,,,,,,,
sensor,0x68,0x58,rev,sub,,0x83,,,,,,,,,count,,,,,,,,,,,rev.sw count 15,,
sensor,0x68,0x58,sn,pn,0x75 0x76,,,,,,,,,,count,,,,,,,,yes,,,,,
sensor,0x68,0x58,sn,location,0x71,,,,,,,,,,string,1,,,,,,,yes,,,,,
sensor,0x68,0x58,sn,year,0x72,,,,,,,,,,count,,,,,,,,yes,,,,,
sensor,0x68,0x58,sn,month,0x73,,,,,,,,,,count,,,,,,,,yes,,,,,
sensor,0x68,0x58,sn,day,0x74,,,,,,,,,,count,,,,,,,,yes,,,,,
sensor,0x68,0x58,sn,item,0x77 0x78,,,,,,,,,,count,,,,,,,,yes,,,,,
sensor,0x68,0x58,config,mode,0x82,,,,,,,,,,enum,,,,,,,,yes,,,,,"0-Thune, 1-Fag."
sensor,0x68,0x58,config,gaugeGain,0x10 0x11,,,,,,,,,,scalar,,0.00390625,,,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,rampUpSteps,0x12 0x13,,,,,,,,,,count,,,,,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,decayDelay,0x14 0x15,,,,,,,,,,count,,,,,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,decaySteps,0x16 0x17,,,,,,,,,,count,,,,,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,speedThreshold,0x18 0x19,,,,,,,,,,scalar,,9.091,,rpm,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,rampActiveOverThreshold,0x1a,,,,,,,,,,enum,,,,,,,,yes,,,rev.sw count 12,,
sensor,0x68,0x58,config,inputOffset,0x40,,,,,,,,,,scalar,,0.012890625,,V,yes,,,yes,,,rev.sw count 16,,Permit to offset the input value of the torque sensor from +1.64 to -1.65V
sensor,0x68,0x58,status,vTorque,0x1b,,,,,,,,,,scalar,,0.012941,,V,,,,,,yes,rev.sw count 15,,Torque sensor voltage.
sensor,0x68,0x58,status,cadence,0x1c,,,,,,,,,,scalar,,18.75,,rpm,,,,,,yes,rev.sw count 15 config.mode enum 0,config.mode enum 0,Number of turns per minutes made with the pedals.
sensor,0x68,0x58,status,cadence,0x1c,,,,,,,,,,scalar,,8.3333,,rpm,,,,,,yes,rev.sw count 15 config.mode enum 1,config.mode enum 1,Number of turns per minutes made with the pedals.
sensor,0x68,0x58,status,vOutput,0x1d,,,,,,,,,,scalar,,0.012941,,V,,,,,,yes,rev.sw count 15,,Voltage output to the motor's gauge sensor.
sensor,0x68,0x58,status,pulseCounter,0x1e,,,,,,,,,,count,,,,,,,,,,yes,rev.sw count 15,,Pulse counter. Increases when back pedaling and decreases when forward pedaling.
